ip_version,country,scan_date,errorMessage,count
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server TLS configuration available for ClientHello: &{CipherSuites:[4865 4866 4867] ServerName: SupportedCurves:[X25519 CurveP256 CurveP384 CurveP521] SupportedPoints:[0] SignatureSchemes:[PSSWithSHA256 ECDSAWithP256AndSHA256 Ed25519 PSSWithSHA384 PSSWithSHA512 PKCS1WithSHA256 PKCS1WithSHA384 PKCS1WithSHA512 ECDSAWithP384AndSHA384 ECDSAWithP521AndSHA512 PKCS1WithSHA1 ECDSAWithSHA1] SupportedProtos:[h3 h3-29] SupportedVersions:[772] Conn:0xc00053e180 config:0xc0001bcf00 ctx:0xc000f241e0},1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.17.22.238',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.17.0.187',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.17.9.55',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.17.0.160',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.17.17.111',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '8.211.154.124',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '8.211.174.102',1
ipv4,singapore,2026-04-26,"CRYPTO_BUFFER_EXCEEDED: received invalid offset 16405 on crypto stream, maximum allowed 16384",1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.19.25.161',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '8.217.17.141',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.19.31.197',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.21.54.231',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.23.52.45',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.17.10.174',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.0.1.84',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.17.56.96',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '8.219.108.90',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.1.148.252',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.17.50.140',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'seanwen.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.18.183.133',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.17.0.29',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.18.183.131',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.0.16.151',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.1.153.80',1
ipv4,singapore,2026-04-26,"CRYPTO_BUFFER_EXCEEDED: received invalid offset 16408 on crypto stream, maximum allowed 16384",1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.20.194.161',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.1.152.163',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'ecs-94-74-80-163.compute.hwclouds-dns.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'ecs-94-74-98-39.compute.hwclouds-dns.com',1
ipv4,thailand,2026-04-25,timeout: no recent network activity,18805
ipv4,thailand,2026-04-25,CRYPTO_ERROR (0x150): 200:internal error,1849
ipv4,thailand,2026-04-25,CRYPTO_ERROR (0x150): TLS alert 80,523
ipv4,thailand,2026-04-25,CRYPTO_ERROR (0x128): 28:TLS handshake failure (ENCRYPTION_INITIAL) 40: handshake failure. SSLErrorStack:[handshake_server.cc:602] error:10000085:SSL routines:OPENSSL_internal:CONNECTION_REJECTED. ExtraDetail:select_cert_error: proof_source_handle async failure,455
ipv4,thailand,2026-04-25,CRYPTO_ERROR (0x150): tls: internal error,145
ipv4,thailand,2026-04-25,CRYPTO_ERROR (0x128): handshake failed,112
ipv4,thailand,2026-04-25,CRYPTO_ERROR (0x146): handshake failed,99
ipv4,thailand,2026-04-25,NO_ERROR,58
ipv4,thailand,2026-04-25,CRYPTO_ERROR (0x128) (frame type: 0x6): 28:TLS handshake failure (ENCRYPTION_INITIAL) 40: handshake failure,58
ipv4,thailand,2026-04-25,CRYPTO_ERROR (0x170): handshake failed,57
ipv4,thailand,2026-04-25,CRYPTO_ERROR (0x178): tls: no application protocol,33
ipv4,thailand,2026-04-25,CRYPTO_ERROR (0x10a): tls: server sent two HelloRetryRequest messages,10
ipv4,thailand,2026-04-25,CRYPTO_ERROR (0x128): 28:TLS handshake failure (ENCRYPTION_INITIAL) 40: handshake failure,8
ipv4,thailand,2026-04-25,PROTOCOL_VIOLATION: 28:Connection is closed by create session failed,7
ipv4,thailand,2026-04-25,CRYPTO_ERROR (0x150): handshake failed,6
ipv4,thailand,2026-04-25,"no compatible QUIC version found (we support [v1 draft-29], server offered [gQUIC 43 gQUIC 46 0x51303530 0xff000019 0xff00001b])",5
ipv4,thailand,2026-04-25,INTERNAL_ERROR: no certificate available for '::',4
ipv4,thailand,2026-04-25,INTERNAL_ERROR,4
ipv4,thailand,2026-04-25,"no compatible QUIC version found (we support [v1 draft-29], server offered [0xff000018 0xff000017])",3
ipv4,thailand,2026-04-25,"CRYPTO_BUFFER_EXCEEDED: received invalid offset 17293 on crypto stream, maximum allowed 16384",2
ipv4,thailand,2026-04-25,INTERNAL_ERROR: no certificate available for '172.18.0.4',2
ipv4,thailand,2026-04-25,INVALID_TOKEN,2
ipv4,thailand,2026-04-25,INTERNAL_ERROR: no certificate available for '10.16.197.197',1
ipv4,thailand,2026-04-25,"no compatible QUIC version found (we support [v1 draft-29], server offered [gQUIC 43 gQUIC 46 0x51303530 0xff00001b 0xff00001c])",1
ipv4,thailand,2026-04-25,CRYPTO_ERROR (0x116): tls: record overflow,1
ipv4,thailand,2026-04-25,CRYPTO_ERROR (0x178): handshake failed,1
ipv4,thailand,2026-04-25,"no compatible QUIC version found (we support [v1 draft-29], server offered [gQUIC 39 gQUIC 43 gQUIC 46 0xff000016])",1
ipv4,thailand,2026-04-25,INTERNAL_ERROR: no certificate available for '172.18.0.6',1
ipv4,thailand,2026-04-25,INTERNAL_ERROR: no certificate available for '10.0.1.7',1
ipv4,thailand,2026-04-25,"no compatible QUIC version found (we support [v1 draft-29], server offered [0x0 0x0 0x3 0x92cee4f7])",1
ipv4,thailand,2026-04-25,"no compatible QUIC version found (we support [v1 draft-29], server offered [0x0 0x0 0xff0003 0x26957709])",1
ipv4,thailand,2026-04-25,"no compatible QUIC version found (we support [v1 draft-29], server offered [0x0 0x0 0x3 0x400d539f])",1
ipv4,thailand,2026-04-25,INTERNAL_ERROR: no certificate available for 'mx-ll-183.88.216-100.dynamic.3bb.co.th',1
ipv4,thailand,2026-04-25,INTERNAL_ERROR: no certificate available for '172.19.0.5',1
ipv4,thailand,2026-04-25,CONNECTION_REFUSED,1
ipv4,thailand,2026-04-25,INTERNAL_ERROR: no certificate available for '203-151-239-145.inet.co.th',1
ipv4,thailand,2026-04-25,INTERNAL_ERROR: no certificate available for '203-151-239-146.inet.co.th',1
ipv4,thailand,2026-04-25,CRYPTO_ERROR (0x15a): tls: user canceled,1
ipv4,thailand,2026-04-25,INTERNAL_ERROR: no certificate available for '10.10.3.10',1
ipv4,thailand,2026-04-25,INTERNAL_ERROR: no certificate available for '203.159.5.93',1
ipv4,thailand,2026-04-25,INTERNAL_ERROR: no certificate available for '203.185.97.23',1
ipv4,thailand,2026-04-25,INTERNAL_ERROR: no certificate available for 'host-27-254-140-101.csl.de.co.th',1
ipv4,thailand,2026-04-25,INTERNAL_ERROR: no certificate available for '192.168.160.2',1
ipv4,thailand,2026-04-25,INTERNAL_ERROR: no certificate available for '192.168.208.3',1
ipv4,thailand,2026-04-25,INVALID_TOKEN: cannot decrypt token,1
ipv4,thailand,2026-04-25,CRYPTO_ERROR (0x170): tls: unrecognized name,1
ipv4,thailand,2026-04-25,INTERNAL_ERROR: no certificate available for '10.0.1.9',1
ipv4,thailand,2026-04-25,INTERNAL_ERROR: no certificate available for '61-91-167-215.static.asianet.co.th',1
ipv4,timorleste,2026-04-25,timeout: no recent network activity,334
ipv4,timorleste,2026-04-25,CRYPTO_ERROR (0x128): tls: handshake failure,31
ipv4,timorleste,2026-04-25,CRYPTO_ERROR (0x128): 28:TLS handshake failure (ENCRYPTION_INITIAL) 40: handshake failure. SSLErrorStack:[handshake_server.cc:602] error:10000085:SSL routines:OPENSSL_internal:CONNECTION_REJECTED. ExtraDetail:select_cert_error: proof_source_handle async failure,1
ipv4,vietnam,2026-04-28,timeout: no recent network activity,39508
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x150): TLS alert 80,3312
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x128): 28:TLS handshake failure (ENCRYPTION_INITIAL) 40: handshake failure. SSLErrorStack:[handshake_server.cc:602] error:10000085:SSL routines:OPENSSL_internal:CONNECTION_REJECTED. ExtraDetail:select_cert_error: proof_source_handle async failure,2112
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x150): 200:internal error,771
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x150): tls: internal error,605
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x128) (frame type: 0x6): 28:TLS handshake failure (ENCRYPTION_INITIAL) 40: handshake failure,377
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x170): handshake failed,139
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x178): tls: no application protocol,120
ipv4,vietnam,2026-04-28,"no compatible QUIC version found (we support [v1 draft-29], server offered [gQUIC 43 gQUIC 46 0x51303530 0xff000019 0xff00001b])",71
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x146): handshake failed,41
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x128): tls: handshake failure,30
ipv4,vietnam,2026-04-28,INTERNAL_ERROR,29
ipv4,vietnam,2026-04-28,NO_ERROR: 0:Closed by application with reason: no filter chain found,20
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '::',19
ipv4,vietnam,2026-04-28,NO_ERROR: handshake failed,18
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x10a): tls: server sent two HelloRetryRequest messages,16
ipv4,vietnam,2026-04-28,INVALID_TOKEN,15
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x178): handshake failed,14
ipv4,vietnam,2026-04-28,NO_ERROR,7
ipv4,vietnam,2026-04-28,PROTOCOL_VIOLATION: 28:Connection is closed by create session failed,7
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x128): handshake failed,7
ipv4,vietnam,2026-04-28,CONNECTION_REFUSED,5
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '172.18.0.3',4
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'static.vnpt.vn',4
ipv4,vietnam,2026-04-28,"no compatible QUIC version found (we support [v1 draft-29], server offered [gQUIC 43 gQUIC 46 0x51303530 0xff00001b 0xff00001c])",3
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x178): no suitable application protocol,3
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x170): tls: unrecognized name,3
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x150): handshake failed,3
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'homtail.shop',2
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '172.18.0.4',2
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '172.18.0.2',2
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'pointer.vps.house',2
ipv4,vietnam,2026-04-28,PROTOCOL_VIOLATION,2
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '172.21.0.2',2
ipv4,vietnam,2026-04-28,"CRYPTO_BUFFER_EXCEEDED: received invalid offset 16660 on crypto stream, maximum allowed 16384",2
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'static-ptr.vndata.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.12.76.30',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'vnfarm',1
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x15a): tls: user canceled,1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.153.74.211',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.15.90.79',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.162.92.100',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.166.184.102.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.166.184.135.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.166.184.153.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.166.184.17.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.166.184.180.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'gogofood.org',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'mavachgiare.net',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.166.184.22.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.166.184.70.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.166.185.119.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.166.185.138.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '172.18.0.9',1
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x178): ALPN negotiation failed. Server didn't offer any protocols,1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.179.172.215.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.179.173.242.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'n2i.ovh',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.179.188.116.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.179.188.169.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '540hz.net',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.179.188.31.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.179.188.7.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'traigakhanhhoa.com',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.179.188.83.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.179.189.113.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.179.189.157.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'organismes.org',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.179.189.183.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.179.189.192.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.179.189.201.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.179.189.37.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.179.189.47.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.232.123.243.vhost.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'tino',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '172.18.0.6',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.249.117.254',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.27.62.167',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.69.194.211',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.69.194.84',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.70.12.173',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.72.98.166',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'mx40149.superdata.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'mx43155.superdata.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '172.21.0.5',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'smtp.hivichimy.xyz',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.82.194.99.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'tibiscuit.ovh',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.82.20.29.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'zyvon.site',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'giathepxaydung.net',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'homefiresprinkler.org',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'nhrighttoknowgmo.org',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.82.21.23.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.82.21.86.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.82.22.217.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.82.22.245.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '172.18.0.5',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'smtp.sendhub.site',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'server.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.82.24.27.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.82.25.113.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'smtp.hivichi.lol',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.82.26.149.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.82.26.159.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.82.26.241.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.82.26.74.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.82.27.115.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.82.27.207.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.82.27.211.cloudfly.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.82.27.47.cloudfly.vn',1
ipv4,vietnam,2026-04-28,"no compatible QUIC version found (we support [v1 draft-29], server offered [gQUIC 39 gQUIC 43 gQUIC 46 0xff000017 0xff000018])",1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '103.93.92.210',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'no-ptr.123host.vn',1
ipv4,vietnam,2026-04-28,"CRYPTO_BUFFER_EXCEEDED: received invalid offset 17188 on crypto stream, maximum allowed 16384",1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'mx87163.superdata.vn',1
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x150): 200:error:0A000197:SSL routines::shutdown while in init,1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '172.18.0.11',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '125.212.224.98',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '172.17.0.4',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '157.10.43.78',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '160.187.1.205',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'brainsboost.org',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '160.30.172.83',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '160.30.54.80',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'dynamic-ip-adsl.viettel.vn',1
ipv4,vietnam,2026-04-28,"no compatible QUIC version found (we support [v1 draft-29], server offered [0x0 0x0 0x3 0x6c378100])",1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'dynamic-adsl.viettel.vn',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '10.0.1.30',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '221.132.33.163',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'localhost',1
ipv4,vietnam,2026-04-28,CRYPTO_ERROR (0x128): 28:TLS handshake failure (ENCRYPTION_INITIAL) 40: handshake failure. SSLErrorStack:[handshake_server.cc:601] error:10000085:SSL routines:OPENSSL_internal:CONNECTION_REJECTED. ExtraDetail:select_cert_error: proof_source_handle async failure,1
ipv4,vietnam,2026-04-28,INVALID_TOKEN: cannot decrypt token,1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '172.18.0.7',1
ipv4,vietnam,2026-04-28,"no compatible QUIC version found (we support [v1 draft-29], server offered [0x0 0x0 0x3 0x40428f9a])",1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'vps.otterspark.xyz',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for 'vps12759962670',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '45.252.248.229',1
ipv4,vietnam,2026-04-28,INTERNAL_ERROR: no certificate available for '45.252.249.173',1
ipv6,indonesia,2026-04-25,CRYPTO_ERROR (0x150): 200:internal error,29
ipv6,indonesia,2026-04-25,CRYPTO_ERROR (0x170): handshake failed,8
ipv6,indonesia,2026-04-25,CRYPTO_ERROR (0x128): handshake failed,4
ipv6,indonesia,2026-04-25,CRYPTO_ERROR (0x150): tls: internal error,3
ipv6,indonesia,2026-04-25,timeout: no recent network activity,3
ipv6,malaysia,2026-04-25,CRYPTO_ERROR (0x150): 200:internal error,223
ipv6,malaysia,2026-04-25,CRYPTO_ERROR (0x150): tls: internal error,15
ipv6,malaysia,2026-04-25,CRYPTO_ERROR (0x170): handshake failed,5
ipv6,malaysia,2026-04-25,timeout: no recent network activity,1
ipv6,malaysia,2026-04-25,INTERNAL_ERROR: no certificate available for '2400:8d60:2::1:4109:ea12',1
ipv6,malaysia,2026-04-25,INTERNAL_ERROR: no certificate available for '2400:8d60:2::1:4b21:cdcd',1
ipv6,malaysia,2026-04-25,INTERNAL_ERROR: no certificate available for '2400:8d60:2::1:841:8798',1
ipv6,malaysia,2026-04-25,INTERNAL_ERROR: no certificate available for '2400:8d60:2::1:8e2f:9932',1
ipv6,malaysia,2026-04-25,INTERNAL_ERROR: no certificate available for '2400:8d60:7::5fd6:59be',1
ipv6,myanmar,2026-04-25,CRYPTO_ERROR (0x128) (frame type: 0x6): 28:TLS handshake failure (ENCRYPTION_INITIAL) 40: handshake failure,1
ipv6,philippines,2026-04-25,CRYPTO_ERROR (0x150): 200:internal error,93
ipv6,philippines,2026-04-25,CRYPTO_ERROR (0x128) (frame type: 0x6): 28:TLS handshake failure (ENCRYPTION_INITIAL) 40: handshake failure,9
ipv6,singapore,2026-04-26,timeout: no recent network activity,39927
ipv6,singapore,2026-04-26,CRYPTO_ERROR (0x150): TLS alert 80,534
ipv6,singapore,2026-04-26,CRYPTO_ERROR (0x150): 200:internal error,346
ipv6,singapore,2026-04-26,CRYPTO_ERROR (0x128): tls: handshake failure,343
ipv6,singapore,2026-04-26,CRYPTO_ERROR (0x150): tls: internal error,101
ipv6,singapore,2026-04-26,CRYPTO_ERROR (0x178): no suitable application protocol,101
ipv6,singapore,2026-04-26,CRYPTO_ERROR (0x128) (frame type: 0x6): 28:TLS handshake failure (ENCRYPTION_INITIAL) 40: handshake failure,81
ipv6,singapore,2026-04-26,CRYPTO_ERROR (0x10a): tls: server sent two HelloRetryRequest messages,32
ipv6,singapore,2026-04-26,CRYPTO_ERROR (0x170): handshake failed,30
ipv6,singapore,2026-04-26,CRYPTO_ERROR (0x146): handshake failed,21
ipv6,singapore,2026-04-26,INTERNAL_ERROR,15
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '::',3
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.18.0.2',2
ipv6,singapore,2026-04-26,CRYPTO_ERROR (0x178): tls: no application protocol,2
ipv6,singapore,2026-04-26,PROTOCOL_VIOLATION (frame type: 0x6): 28:TLS handshake failure (ENCRYPTION_INITIAL) 40: handshake failure,2
ipv6,singapore,2026-04-26,CRYPTO_ERROR (0x150): handshake failed,2
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:6180:0:d0::1130:d001',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:6180:0:d0::1258:1',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:6180:0:d0::12e8:9001',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:6180:0:d0::131a:1001',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'p1-do-sgp1.hau.li',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:6180:0:d0::fc7:2001',1
ipv6,singapore,2026-04-26,"no compatible QUIC version found (we support [v1 draft-29], server offered [gQUIC 43 gQUIC 46 0x51303530 0xff000019 0xff00001b])",1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:6180:100:d0::40c:c001',1
ipv6,singapore,2026-04-26,CRYPTO_ERROR (0x178): handshake failed,1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:6180:100:d0::98d:8001',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:6180:10:200::13:9000',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:6180:10:200::180:9000',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'fd31:4133:b64e:c50:616a:0:1:3',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'cotton.sqaaakoi.xyz',1
