ip_version,dimension,value,count,percent_of_total
ipv6,as_raw,VNPT Corp,1174,0.336583
ipv6,as_raw,FPT Telecom Company,510,0.146216
ipv6,as_raw,SaiGon Tourist cable Televition Company,123,0.035264
ipv6,as_raw,Mobifone Corporation,101,0.028956
ipv6,as_raw,Netnam Company,19,0.005447
ipv6,as_raw,CMC Telecom Infrastructure Company,9,0.00258
ipv6,as_raw,Hanoi Telecom Joint Stock Company - HCMC Branch,3,0.00086
ipv6,as_raw,365 Online Technology Joint Stock Company,3,0.00086
ipv6,as_raw,E-Data Technology Service Company Limited,2,0.000573
ipv6,as_raw,Viet Storage Technology Joint Stock Company,1,0.000287
ipv6,as_raw,Interdigi Joint Stock Company,1,0.000287
ipv6,as_raw,Vietnam Posts and Telecommunications Group,1,0.000287
ipv6,as_raw,Webico Company Limited,1,0.000287
ipv6,time_zone,+07:00,3488,1.0
ipv6,is_proxy,False,3488,1.0
